_id,sessionID,depot_id,stationID,vehicle_type,charger_type,timezone,connectionTime,disconnectTime,doneChargingTime,extraTime,kWhDelivered,kWhRequested,minutesAvailable,WhPerMile,BUS_CAPACITY_KWH,plug_in_soc_kwh,plug_out_soc_kwh,plug_in_soc_percent,plug_out_soc_percent,energy_met_percent
D1_R1_B2_L3_Pagoh,D1_R1_B2_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-01-02 16:27:29.540888,2024-01-02 16:57:29.540888,2024-01-02 16:50:00,7.4923481333333335,125.0,115.0,30.0,2000,324.0,126.3,251.3,38.98,77.56,108.7
D1_R2_B0_L3_Pagoh,D1_R2_B0_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-01-02 16:35:44.491180,2024-01-02 17:05:44.491180,2024-01-02 17:00:00,5.741519666666666,125.0,115.0,30.0,2000,324.0,104.75,229.75,32.33,70.91,108.7
D1_CAR_MODEL_A_16,D1_CAR_MODEL_A_16,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-01-02 16:43:13.472704,2024-01-02 17:17:13.472704,2024-01-02 17:10:00,7.224545066666667,6.42,5.73,34.0,300,75.0,28.51,34.93,38.01,46.57,111.89
D1_R1_B3_L3_Pagoh,D1_R1_B3_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-01-02 16:44:35.074902,2024-01-02 17:14:35.074902,2024-01-02 17:05:00,9.5845817,125.0,115.0,30.0,2000,324.0,139.26,264.26,42.98,81.56,108.7
D1_R2_B1_L3_Pagoh,D1_R2_B1_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_3,BYD_K9,DC,UTC+8,2024-01-02 16:47:20.686963,2024-01-02 17:17:20.686963,2024-01-02 17:10:00,7.344782716666667,125.0,115.0,30.0,2000,324.0,101.49,226.49,31.32,69.9,108.7
D1_R1_B4_L3_Pagoh,D1_R1_B4_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-01-02 16:59:03.292426,2024-01-02 17:29:03.292426,2024-01-02 17:20:00,9.054873766666667,125.0,115.0,30.0,2000,324.0,82.77,207.77,25.55,64.13,108.7
D1_R2_B2_L3_Pagoh,D1_R2_B2_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-01-02 17:06:30.386817,2024-01-02 17:36:30.386817,2024-01-02 17:30:00,6.50644695,125.0,115.0,30.0,2000,324.0,134.34,259.34,41.46,80.04,108.7
D1_R2_B3_L3_Pagoh,D1_R2_B3_L3_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-01-02 17:30:39.490221,2024-01-02 18:00:39.490221,2024-01-02 17:55:00,5.658170350000001,125.0,115.0,30.0,2000,324.0,65.79,190.79,20.31,58.89,108.7
D1_CAR_MODEL_B_2,D1_CAR_MODEL_B_2,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_2,CAR_MODEL_B,AC,UTC+8,2024-01-02 17:43:12.026251,2024-01-02 18:41:12.026251,2024-01-02 18:30:00,11.200437516666666,6.6,6.4,58.0,300,60.0,30.93,37.53,51.56,62.56,103.07
D1_CAR_MODEL_A_27,D1_CAR_MODEL_A_27,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_A,AC,UTC+8,2024-01-02 17:47:47.231833,2024-01-02 18:34:47.231833,2024-01-02 18:25:00,9.787197216666668,8.25,7.93,47.0,300,75.0,36.89,45.14,49.18,60.18,104.07
D1_CAR_MODEL_B_0,D1_CAR_MODEL_B_0,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_B,AC,UTC+8,2024-01-02 18:08:23.857725,2024-01-02 18:55:23.857725,2024-01-02 18:45:00,10.397628749999999,5.4,5.19,47.0,300,60.0,37.01,42.41,61.68,70.68,104.07
D1_CAR_MODEL_B_35,D1_CAR_MODEL_B_35,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_B,AC,UTC+8,2024-01-02 19:37:04.911869,2024-01-02 20:37:04.911869,2024-01-02 20:30:00,7.081864483333334,7.2,6.62,60.0,300,60.0,13.1,20.3,21.84,33.84,108.7
D1_CAR_MODEL_B_23,D1_CAR_MODEL_B_23,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_0,CAR_MODEL_B,AC,UTC+8,2024-01-02 20:49:48.293932,2024-01-02 21:36:48.293932,2024-01-02 21:25:00,11.804898866666667,5.4,5.19,47.0,300,60.0,41.86,47.26,69.76,78.76,104.07
D2_CAR_MODEL_A_11,D2_CAR_MODEL_A_11,MY_PAGOH_FAST,MY_PAGOH_FAST_AC_1,CAR_MODEL_A,AC,UTC+8,2024-01-03 08:20:48.955304,2024-01-03 09:20:48.955304,2024-01-03 09:15:00,5.815921733333334,11.0,10.12,60.0,300,75.0,44.83,55.83,59.77,74.44,108.7
D2_R1_B0_L1_Pagoh,D2_R1_B0_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_0,BYD_K9,DC,UTC+8,2024-01-03 10:28:57.563325,2024-01-03 10:58:57.563325,2024-01-03 10:50:00,8.959388749999999,125.0,115.0,30.0,2000,324.0,81.05,206.05,25.02,63.6,108.7
D2_R1_B1_L1_Pagoh,D2_R1_B1_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_1,BYD_K9,DC,UTC+8,2024-01-03 10:49:14.880629,2024-01-03 11:19:14.880629,2024-01-03 11:10:00,9.248010483333333,125.0,115.0,30.0,2000,324.0,131.69,256.69,40.65,79.23,108.7
D2_R1_B2_L1_Pagoh,D2_R1_B2_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_2,BYD_K9,DC,UTC+8,2024-01-03 11:04:29.879963,2024-01-03 11:34:29.879963,2024-01-03 11:25:00,9.497999383333333,125.0,115.0,30.0,2000,324.0,143.35,268.35,44.24,82.82,108.7
D2_R1_B3_L1_Pagoh,D2_R1_B3_L1_Pagoh,MY_PAGOH_FAST,MY_PAGOH_FAST_DC_3,BYD_K9,DC,UTC+8,2024-01-03 11:18:08.888653,2024-01-03 11:48:08.888653,2024-01-03 11:40:00,8.148144216666667,125.0,115.0,30.0,2000,324.0,127.25,252.25,39.28,77.86,108.7
